id_murid,nama,gaya_belajar,metode_belajar,preferensi_topik,available_start,available_end,is_flexible,whatsapp
M0416,Jamal  Mandala,Auditori,Offline,Struktur Data,2025-10-14 14:17,2025-10-14 15:17,True,088 741 3377
M0417,Radit  Kuswoyo,Kinestetik,Online,Fisika Listrik,2025-08-05 19:32,2025-08-05 21:32,False,+62 (062) 921 2693
M0418,Jamil  Simanjuntak,Auditori,Offline,Fisika Dasar,2025-12-30 08:05,2025-12-30 09:05,False,(0823) 924 3163
M0419,Slamet  Budiyanto,Visual,Online,Logika Matematika,2025-08-20 07:40,2025-08-20 09:40,False,(049) 338-1159
M0420,Mutia  Kusmawati,Visual,Online,Pengantar AI,2025-09-15 02:59,2025-09-15 05:59,True,+62 (55) 576 0389
M0421,Edward  Safitri,Visual,Offline,Kimia Murni,2025-09-03 03:59,2025-09-03 05:59,False,+62-0441-715-5730
M0422,Eko  Marpaung,Kinestetik,Offline,Metode Statistik,2025-12-13 11:03,2025-12-13 12:03,False,088 523 8281
M0423,Cawisadi  Nugroho,Kinestetik,Online,Basis Data,2025-10-02 03:22,2025-10-02 05:22,False,+62 (0767) 771 9902
M0424,Gandewa  Nasyiah,Kinestetik,Online,Fisika Dasar,2025-07-16 02:25,2025-07-16 05:25,False,+62 (017) 048-2070
M0425,Wulan  Halim,Kinestetik,Online,Struktur Data,2025-08-05 07:12,2025-08-05 09:12,False,+62 (029) 454-1710
M0426,Bala  Pranowo,Kinestetik,Offline,Fisika Dasar,2025-11-28 23:49,2025-11-29 01:49,False,0866492016
M0427,Bagas  Wahyuni,Auditori,Offline,Matematika 2,2025-11-27 09:16,2025-11-27 10:16,False,+62 (138) 961 7713
M0428,Queen  Uyainah,Visual,Offline,Analisis Numerik,2025-07-24 03:06,2025-07-24 06:06,True,089 787 4887
M0429,Galuh  Hartati,Visual,Offline,Fisika Dasar,2025-10-14 16:14,2025-10-14 18:14,False,+62-315-197-6436
M0430,Dono  Lailasari,Kinestetik,Offline,Logika Matematika,2025-07-26 06:18,2025-07-26 07:18,True,+62-0003-287-5878
M0431,Ajiman  Saefullah,Auditori,Offline,Kimia Murni,2025-08-23 11:28,2025-08-23 14:28,False,+62-002-383-8520
M0432,Eja  Andriani,Kinestetik,Offline,Struktur Data,2025-10-03 01:29,2025-10-03 02:29,True,+62 (095) 164 4723
M0433,Purwa  Astuti,Kinestetik,Offline,Fisika Listrik,2025-07-02 06:29,2025-07-02 07:29,True,(0509) 781 3030
M0434,Jais  Susanti,Kinestetik,Offline,Kalkulus 2,2025-07-07 14:46,2025-07-07 16:46,False,+62 (745) 860-6175
M0435,Ella  Mustofa,Kinestetik,Offline,Pengantar AI,2025-08-18 14:55,2025-08-18 16:55,False,+62 (035) 953-7909
M0436,Kawaya  Saefullah,Visual,Online,Fisika Magnet,2025-10-05 18:17,2025-10-05 20:17,False,0829263114
M0437,Ghaliyati  Mandala,Kinestetik,Offline,Aljabar Linier,2025-12-29 09:28,2025-12-29 10:28,False,+62 (77) 272 1401
M0438,Salsabila  Novitasari,Kinestetik,Offline,Struktur Data,2025-11-02 05:52,2025-11-02 08:52,True,(059) 482-4386
M0439,Marwata  Rahmawati,Visual,Offline,Dasar Pemrograman,2025-09-28 14:12,2025-09-28 15:12,True,(0768) 075-7601
M0440,Bancar  Sudiati,Visual,Online,Basis Data,2025-07-20 05:50,2025-07-20 07:50,False,+62 (76) 446-8136
M0441,Bahuwirya  Suwarno,Auditori,Online,Fisika Dasar,2025-12-24 21:58,2025-12-24 23:58,False,+62 (25) 051-9631
M0442,Clara  Prayoga,Auditori,Offline,Basis Data,2025-12-25 23:22,2025-12-26 01:22,False,+62-98-229-4133
M0443,Maryadi  Suartini,Auditori,Offline,Matematika 2,2025-12-12 01:17,2025-12-12 03:17,False,+62 (683) 659 2781
M0444,Maryanto  Uyainah,Visual,Offline,Struktur Data,2025-12-30 08:57,2025-12-30 09:57,True,+62 (03) 872 1984
M0445,Oman  Sihombing,Kinestetik,Offline,Kimia Murni,2025-07-17 20:57,2025-07-17 22:57,False,(0949) 811 3746
M0446,Rahayu  Sihotang,Auditori,Online,Basis Data,2025-07-07 06:02,2025-07-07 08:02,False,+62 (090) 569-6702
M0447,Jayadi  Gunarto,Visual,Offline,Fisika Listrik,2025-11-29 17:41,2025-11-29 20:41,True,+62-092-901-2377
M0448,Patricia  Gunarto,Visual,Online,Logika Matematika,2025-12-18 20:21,2025-12-18 21:21,False,+62-568-849-6123
M0449,Paiman  Prakasa,Visual,Offline,Aljabar Linier,2025-08-19 08:24,2025-08-19 10:24,False,084 707 3420
M0450,Nabila  Maryadi,Kinestetik,Online,Metode Statistik,2025-10-04 22:13,2025-10-04 23:13,False,+62 (089) 029-0138
M0451,Putri  Laksmiwati,Kinestetik,Offline,Aljabar Linier,2025-09-10 10:19,2025-09-10 13:19,False,(045) 218 6884
M0452,Raden  Kusumo,Kinestetik,Offline,Pengantar AI,2025-12-17 21:11,2025-12-18 00:11,True,+62-016-362-1166
M0453,Prasetyo  Waskita,Visual,Online,Struktur Data,2025-07-30 07:55,2025-07-30 09:55,False,0894250093
M0454,Mustofa  Rajata,Kinestetik,Offline,Metode Statistik,2025-07-10 21:58,2025-07-11 00:58,True,+62 (043) 323-2107
M0455,Iriana  Maryati,Visual,Offline,Struktur Data,2025-08-31 13:38,2025-08-31 15:38,False,(0449) 022-4728
M0456,Emil  Mangunsong,Visual,Offline,Basis Data,2025-08-31 18:46,2025-08-31 21:46,True,+62 (10) 539 4198
M0457,Ajimin  Waluyo,Kinestetik,Online,Fisika Dasar,2025-08-19 20:06,2025-08-19 23:06,False,+62 (0311) 642-3542
M0458,Gangsa  Namaga,Kinestetik,Offline,Dasar Pemrograman,2025-08-15 01:35,2025-08-15 03:35,False,+62-83-922-9121
M0459,Radika  Hidayanto,Kinestetik,Offline,Fisika Dasar,2025-11-17 01:53,2025-11-17 02:53,True,(012) 295 3985
M0460,Luis  Suwarno,Auditori,Online,Fisika Dasar,2025-10-18 12:52,2025-10-18 15:52,True,+62 (051) 673 1937
M0461,Zulfa  Firgantoro,Kinestetik,Online,Dasar Pemrograman,2025-11-04 21:25,2025-11-05 00:25,True,+62 (0942) 106-5962
M0462,Yuliana  Habibi,Kinestetik,Offline,Fisika Magnet,2025-07-02 01:49,2025-07-02 03:49,False,+62 (0699) 549 3805
M0463,Putri  Palastri,Auditori,Online,Dasar Pemrograman,2025-08-15 06:49,2025-08-15 09:49,True,(0067) 417 3754
M0464,Dagel  Nugroho,Kinestetik,Offline,Fisika Dasar,2025-11-12 22:46,2025-11-13 01:46,True,(058) 000-8595
M0465,Vanya  Maulana,Visual,Offline,Dasar Pemrograman,2025-10-27 00:46,2025-10-27 01:46,False,+62 (825) 013 4468
M0466,Mahesa  Zulaika,Visual,Online,Analisis Numerik,2025-09-04 17:45,2025-09-04 20:45,True,+62-052-486-3323
M0467,Yahya  Usada,Auditori,Online,Fisika Listrik,2025-12-27 20:08,2025-12-27 22:08,False,+62 (030) 080-7396
M0468,Luluh  Namaga,Visual,Online,Basis Data,2025-09-03 21:23,2025-09-03 22:23,False,+62 (555) 556-2610
M0469,Umi  Purwanti,Auditori,Online,Pengantar AI,2025-10-31 03:56,2025-10-31 05:56,False,+62-0116-304-3557
M0470,Kariman  Andriani,Visual,Online,Dasar Pemrograman,2025-11-25 16:19,2025-11-25 18:19,True,+62 (038) 270-8896
M0471,Rudi  Tampubolon,Visual,Offline,Struktur Data,2025-09-02 23:52,2025-09-03 02:52,False,+62 (83) 280 1292
M0472,Zulfa  Pratiwi,Kinestetik,Online,Kalkulus 2,2025-10-22 12:11,2025-10-22 14:11,True,+62-000-579-8705
M0473,Hesti  Halim,Auditori,Offline,Pengantar AI,2025-12-19 00:21,2025-12-19 01:21,False,+62-094-777-0067
M0474,Empluk  Maheswara,Kinestetik,Offline,Matematika 2,2025-07-12 07:44,2025-07-12 08:44,False,(097) 812-7015
M0475,Kezia  Widiastuti,Auditori,Offline,Kimia Murni,2025-12-09 07:34,2025-12-09 09:34,False,+62-224-970-6298
M0476,Bakiadi  Wastuti,Kinestetik,Online,Fisika Magnet,2025-08-18 09:36,2025-08-18 11:36,False,+62-140-919-0434
M0477,Dadap  Pudjiastuti,Auditori,Offline,Logika Matematika,2025-11-21 20:39,2025-11-21 22:39,True,+62-003-707-2054
M0478,Rahayu  Latupono,Auditori,Online,Kimia Murni,2025-07-14 21:37,2025-07-14 22:37,False,+62 (008) 544-4873
M0479,Rangga  Hassanah,Kinestetik,Online,Aljabar Linier,2025-12-08 20:25,2025-12-08 21:25,True,085 558 4206
M0480,Paris  Aryani,Auditori,Offline,Kalkulus 2,2025-07-04 13:32,2025-07-04 14:32,False,0803852028
M0481,Luis  Nainggolan,Kinestetik,Offline,Kalkulus 2,2025-10-16 05:19,2025-10-16 07:19,False,080 721 5851
M0482,Kenes  Nugroho,Visual,Offline,Fisika Listrik,2025-07-27 22:15,2025-07-28 00:15,False,(0243) 594 2387
M0483,Darsirah  Budiman,Auditori,Online,Probabilitas & Statistika,2025-12-07 10:36,2025-12-07 13:36,True,+62 (0705) 294-5665
M0484,Qori  Pertiwi,Kinestetik,Online,Aljabar Linier,2025-10-05 14:48,2025-10-05 15:48,False,+62 (0000) 891 8649
M0485,Perkasa  Yolanda,Kinestetik,Online,Fisika Dasar,2025-08-15 00:52,2025-08-15 02:52,False,(0223) 400 0720
M0486,Karya  Lestari,Visual,Online,Kimia Murni,2025-09-25 07:43,2025-09-25 08:43,False,+62 (043) 576 8406
M0487,Ganda  Lailasari,Auditori,Online,Dasar Pemrograman,2025-12-03 16:50,2025-12-03 17:50,False,+62-99-781-4397
M0488,Hadi  Tarihoran,Visual,Offline,Kimia Murni,2025-11-10 13:32,2025-11-10 15:32,False,+62 (0376) 219 7714
M0489,Ellis  Kuswandari,Auditori,Online,Struktur Data,2025-10-25 15:35,2025-10-25 16:35,False,(089) 722-9117
M0490,Lala  Aryani,Auditori,Online,Dasar Pemrograman,2025-09-12 18:48,2025-09-12 21:48,True,+62 (0452) 454 3274
M0491,Eko  Thamrin,Kinestetik,Offline,Struktur Data,2025-10-26 08:50,2025-10-26 09:50,False,+62-038-656-2041
M0492,Asmuni  Maulana,Auditori,Offline,Struktur Data,2025-07-25 21:33,2025-07-25 22:33,False,+62 (0163) 984-5449
M0493,Asirwada  Mandasari,Kinestetik,Online,Kimia Murni,2025-09-22 03:54,2025-09-22 06:54,True,+62 (0879) 647-1189
M0494,Rangga  Yuliarti,Auditori,Online,Pengantar AI,2025-12-19 19:47,2025-12-19 20:47,False,0808216752
M0495,Gina  Palastri,Auditori,Offline,Fisika Dasar,2025-08-16 17:42,2025-08-16 19:42,False,+62-850-963-2221
M0496,Shania  Haryanti,Visual,Offline,Logika Matematika,2025-10-15 09:16,2025-10-15 11:16,False,+62 (130) 910-2136
M0497,Banara  Fujiati,Kinestetik,Offline,Struktur Data,2025-08-28 18:50,2025-08-28 20:50,False,(084) 257-8708
M0498,Kalim  Marbun,Auditori,Online,Kalkulus 2,2025-08-28 16:48,2025-08-28 18:48,True,088 642 5507
M0499,Dartono  Suryono,Visual,Online,Matematika 2,2025-07-12 20:01,2025-07-12 22:01,False,+62 (32) 386-5882
M0500,Devi  Safitri,Auditori,Offline,Metode Statistik,2025-12-22 18:01,2025-12-22 20:01,False,+62 (0768) 511-5226
M0501,Surya  Yuliarti,Kinestetik,Offline,Kimia Murni,2025-10-28 17:45,2025-10-28 20:45,True,+62 (0642) 581-9998
M0502,Sidiq  Sihotang,Auditori,Online,Kimia Murni,2025-07-01 12:23,2025-07-01 13:23,False,+62 (0636) 283 4406
M0503,Dartono  Napitupulu,Kinestetik,Online,Metode Statistik,2025-07-05 20:03,2025-07-05 21:03,False,082 907 0430
M0504,Kunthara  Novitasari,Kinestetik,Offline,Struktur Data,2025-12-02 19:06,2025-12-02 21:06,True,+62-050-910-3310
M0505,Calista  Adriansyah,Visual,Offline,Logika Matematika,2025-10-30 11:03,2025-10-30 13:03,False,+62-014-138-6849
M0506,Satya  Usamah,Visual,Online,Kimia Murni,2025-08-07 04:12,2025-08-07 07:12,False,+62 (0368) 306-6553
M0507,Latif  Widodo,Kinestetik,Online,Struktur Data,2025-09-08 00:08,2025-09-08 01:08,False,(0495) 260 1697
M0508,Adikara  Permadi,Visual,Online,Dasar Pemrograman,2025-11-29 01:06,2025-11-29 04:06,False,+62-0250-406-3020
M0509,Bambang  Mangunsong,Auditori,Offline,Pengantar AI,2025-08-29 17:53,2025-08-29 20:53,True,+62 (837) 479 2365
M0510,Fathonah  Tamba,Auditori,Online,Struktur Data,2025-09-09 23:51,2025-09-10 02:51,False,+62-96-304-2333
M0511,Lantar  Siregar,Kinestetik,Offline,Fisika Dasar,2025-09-09 01:38,2025-09-09 03:38,True,(050) 050 7010
M0512,Luis  Hardiansyah,Auditori,Online,Matematika 2,2025-12-22 10:58,2025-12-22 13:58,False,+62 (736) 729 1602
M0513,Cengkal  Puspasari,Auditori,Offline,Kalkulus 2,2025-12-12 01:17,2025-12-12 03:17,False,+62 (0747) 455 6897
M0514,Ibun  Yuniar,Auditori,Online,Logika Matematika,2025-08-24 16:32,2025-08-24 17:32,False,(071) 440 7849
M0515,Galar  Mangunsong,Visual,Offline,Basis Data,2025-09-02 06:27,2025-09-02 09:27,False,+62 (615) 103 1475
M0516,Gambira  Astuti,Auditori,Online,Kimia Murni,2025-08-21 15:29,2025-08-21 17:29,True,+62 (81) 912-8550
M0517,Among  Mulyani,Kinestetik,Online,Kimia Murni,2025-11-12 19:15,2025-11-12 20:15,False,+62-047-688-4209
M0518,Hamzah  Damanik,Visual,Offline,Analisis Numerik,2025-09-03 19:38,2025-09-03 21:38,False,+62 (078) 318-3061
M0519,Bagas  Irawan,Kinestetik,Offline,Kalkulus 2,2025-12-21 10:31,2025-12-21 12:31,False,+62 (942) 629-3677
M0520,Dodo  Wijayanti,Visual,Online,Probabilitas & Statistika,2025-07-02 21:12,2025-07-03 00:12,False,+62 (0821) 722-1680
M0521,Sabar  Hariyah,Visual,Online,Struktur Data,2025-09-03 04:05,2025-09-03 06:05,False,(0165) 759 7941
M0522,Sadina  Mulyani,Auditori,Offline,Pengantar AI,2025-10-17 05:29,2025-10-17 07:29,False,082 546 3722
M0523,Yoga  Thamrin,Kinestetik,Offline,Fisika Magnet,2025-09-12 13:05,2025-09-12 16:05,False,(061) 645 7876
M0524,Nugraha  Mansur,Kinestetik,Online,Probabilitas & Statistika,2025-12-14 05:58,2025-12-14 06:58,False,+62 (012) 217 7997
M0525,Danuja  Wacana,Visual,Offline,Probabilitas & Statistika,2025-11-18 05:15,2025-11-18 08:15,False,+62 (0207) 535 8853
M0526,Among  Irawan,Auditori,Offline,Struktur Data,2025-10-05 06:59,2025-10-05 08:59,False,+62 (0228) 235-8746
M0527,Karna  Megantara,Auditori,Offline,Struktur Data,2025-11-29 12:39,2025-11-29 14:39,False,(0043) 785-9420
M0528,Latif  Prasetyo,Visual,Online,Aljabar Linier,2025-12-19 21:53,2025-12-19 22:53,False,(0189) 026-8655
M0529,Harjo  Safitri,Auditori,Online,Aljabar Linier,2025-07-31 03:56,2025-07-31 04:56,False,+62 (90) 144 5076
M0530,Bakianto  Puspita,Kinestetik,Offline,Pengantar AI,2025-10-07 20:59,2025-10-07 23:59,False,+62 (011) 706 4466
M0531,Teguh  Tampubolon,Auditori,Offline,Kalkulus 2,2025-09-19 21:12,2025-09-19 23:12,True,(0957) 886-7203
M0532,Septi  Lazuardi,Kinestetik,Offline,Matematika 2,2025-11-07 10:45,2025-11-07 12:45,False,+62 (014) 790-6207
M0533,Kamaria  Kuswandari,Kinestetik,Offline,Kalkulus 2,2025-08-05 04:19,2025-08-05 06:19,False,+62-925-847-6342
M0534,Edi  Putra,Auditori,Online,Kalkulus 2,2025-07-18 05:25,2025-07-18 08:25,False,+62 (781) 944 0719
M0535,Almira  Sinaga,Kinestetik,Online,Metode Statistik,2025-11-08 01:31,2025-11-08 04:31,False,+62 (038) 427 4830
M0536,Jasmin  Prayoga,Kinestetik,Offline,Fisika Dasar,2025-08-17 22:26,2025-08-18 01:26,False,+62 (082) 915 4510
M0537,Karen  Prabowo,Kinestetik,Offline,Kalkulus 2,2025-08-01 13:09,2025-08-01 15:09,False,+62-0757-181-8858
M0538,Erik  Yuliarti,Visual,Offline,Logika Matematika,2025-08-29 04:51,2025-08-29 06:51,False,+62 (814) 109 2127
M0539,Zelaya  Prasetyo,Auditori,Offline,Fisika Dasar,2025-09-08 11:16,2025-09-08 12:16,False,(0883) 188-4951
M0540,Raden  Rajata,Visual,Online,Matematika 2,2025-11-05 09:33,2025-11-05 12:33,False,+62 (0275) 958-7958
M0541,Vanya  Mandala,Auditori,Offline,Logika Matematika,2025-11-12 03:12,2025-11-12 05:12,True,+62-75-133-2525
M0542,Septi  Rajata,Visual,Online,Kimia Murni,2025-11-30 01:21,2025-11-30 02:21,False,(0251) 882-8504
M0543,Dipa  Maryadi,Kinestetik,Offline,Kalkulus 2,2025-11-16 01:31,2025-11-16 04:31,True,+62-0846-239-9216
M0544,Rini  Agustina,Kinestetik,Offline,Probabilitas & Statistika,2025-12-08 23:12,2025-12-09 01:12,False,+62 (053) 227-3262
M0545,Bahuraksa  Purwanti,Auditori,Online,Basis Data,2025-12-02 15:42,2025-12-02 17:42,False,+62-44-240-4867
M0546,Hasta  Wijayanti,Kinestetik,Offline,Analisis Numerik,2025-07-26 03:41,2025-07-26 04:41,True,0899628665
M0547,Rafid  Januar,Visual,Offline,Fisika Listrik,2025-12-23 09:26,2025-12-23 12:26,False,(052) 231 2191
M0548,Kenzie  Rajata,Visual,Online,Fisika Magnet,2025-10-09 15:53,2025-10-09 17:53,False,+62 (976) 795-6502
M0549,Oskar  Prayoga,Kinestetik,Online,Basis Data,2025-09-10 18:09,2025-09-10 20:09,False,+62 (084) 102-8917
M0550,Oliva  Yuliarti,Auditori,Offline,Fisika Dasar,2025-08-16 11:30,2025-08-16 13:30,False,+62-325-264-4087
M0551,Rangga  Astuti,Visual,Offline,Kalkulus 2,2025-08-29 07:35,2025-08-29 08:35,False,+62-976-811-6624
M0552,Caturangga  Hutapea,Auditori,Online,Struktur Data,2025-10-26 08:44,2025-10-26 11:44,False,+62 (0106) 923-5689
M0553,Dimaz  Uwais,Visual,Offline,Analisis Numerik,2025-11-30 03:57,2025-11-30 06:57,False,+62 (51) 932 0839
M0554,Aslijan  Rajasa,Auditori,Offline,Basis Data,2025-09-21 01:04,2025-09-21 02:04,True,(075) 587-4655
M0555,Gabriella  Hariyah,Kinestetik,Offline,Logika Matematika,2025-09-26 12:10,2025-09-26 13:10,False,(088) 457-2079
M0556,Taswir  Sitorus,Visual,Online,Aljabar Linier,2025-07-14 00:59,2025-07-14 03:59,True,080 260 7607
M0557,Hasim  Irawan,Auditori,Online,Analisis Numerik,2025-07-03 05:00,2025-07-03 07:00,True,+62 (110) 013-0762
M0558,Warji  Sitorus,Kinestetik,Offline,Pengantar AI,2025-11-07 19:46,2025-11-07 22:46,True,+62 (0415) 348 5076
M0559,Mujur  Pratiwi,Kinestetik,Offline,Pengantar AI,2025-09-07 03:06,2025-09-07 06:06,False,+62 (679) 169 8941
M0560,Edi  Suwarno,Kinestetik,Online,Matematika 2,2025-07-07 13:43,2025-07-07 14:43,False,+62 (0020) 554 4478
M0561,Jayeng  Namaga,Kinestetik,Offline,Metode Statistik,2025-10-16 04:02,2025-10-16 06:02,True,+62 (0508) 875-8184
M0562,Prasetyo  Uyainah,Visual,Offline,Metode Statistik,2025-08-31 16:53,2025-08-31 17:53,False,+62 (0623) 791 4118
M0563,Agus  Waluyo,Auditori,Online,Aljabar Linier,2025-09-14 13:51,2025-09-14 16:51,False,+62-895-589-6706
M0564,Kamidin  Utama,Auditori,Online,Fisika Magnet,2025-11-25 19:44,2025-11-25 20:44,False,(0909) 264 0563
M0565,Bahuwirya  Wahyudin,Auditori,Offline,Kalkulus 2,2025-07-11 07:34,2025-07-11 10:34,False,+62-705-680-9619
M0566,Jaya  Andriani,Kinestetik,Online,Dasar Pemrograman,2025-09-14 13:14,2025-09-14 15:14,False,+62 (070) 104 8077
M0567,Imam  Anggriawan,Auditori,Online,Kimia Murni,2025-07-28 06:22,2025-07-28 09:22,False,(0663) 265 4872
M0568,Kezia  Padmasari,Kinestetik,Offline,Kimia Murni,2025-09-11 07:21,2025-09-11 10:21,False,+62-053-747-9918
M0569,Kasiran  Saputra,Visual,Offline,Kalkulus 2,2025-09-23 21:38,2025-09-23 23:38,False,+62 (189) 947 8062
M0570,Reksa  Astuti,Kinestetik,Online,Probabilitas & Statistika,2025-07-18 03:05,2025-07-18 05:05,False,+62 (990) 360-0585
M0571,Kenzie  Nasyidah,Visual,Online,Kalkulus 2,2025-08-03 08:09,2025-08-03 10:09,False,+62 (68) 099 9735
M0572,Nadia  Latupono,Auditori,Online,Kimia Murni,2025-10-12 01:55,2025-10-12 02:55,False,(022) 147-8252
M0573,Samiah  Pradipta,Kinestetik,Online,Kalkulus 2,2025-10-24 12:58,2025-10-24 14:58,False,+62-0054-961-0694
M0574,Maras  Nainggolan,Kinestetik,Online,Fisika Magnet,2025-10-28 15:18,2025-10-28 16:18,False,+62 (0655) 398-6447
M0575,Queen  Oktaviani,Auditori,Online,Aljabar Linier,2025-11-05 03:44,2025-11-05 05:44,False,+62 (0198) 121 2846
M0576,Jumadi  Nainggolan,Kinestetik,Offline,Matematika 2,2025-11-01 18:32,2025-11-01 21:32,True,+62 (67) 504-7928
M0577,Reksa  Gunawan,Visual,Online,Dasar Pemrograman,2025-11-09 08:48,2025-11-09 11:48,False,+62 (669) 070 2275
M0578,Teddy  Wibowo,Kinestetik,Offline,Dasar Pemrograman,2025-07-21 22:08,2025-07-21 23:08,False,0847672854
M0579,Paulin  Nuraini,Kinestetik,Online,Basis Data,2025-11-03 23:14,2025-11-04 02:14,False,(014) 540 9145
M0580,Nalar  Permata,Kinestetik,Offline,Basis Data,2025-10-01 15:06,2025-10-01 16:06,False,+62-804-241-2551
M0581,Wardi  Nashiruddin,Kinestetik,Online,Matematika 2,2025-10-08 19:31,2025-10-08 21:31,True,+62 (07) 004 2647
M0582,Panca  Najmudin,Visual,Online,Dasar Pemrograman,2025-09-26 10:11,2025-09-26 12:11,False,+62-0048-321-9213
M0583,Ghaliyati  Prastuti,Visual,Offline,Dasar Pemrograman,2025-09-20 23:55,2025-09-21 00:55,False,+62 (70) 891-8307
M0584,Daru  Marbun,Kinestetik,Offline,Analisis Numerik,2025-11-23 07:39,2025-11-23 09:39,True,+62 (86) 471 1221
M0585,Mutia  Habibi,Visual,Offline,Fisika Dasar,2025-11-16 21:39,2025-11-17 00:39,False,(036) 542-6463
M0586,Gangsar  Tarihoran,Auditori,Online,Fisika Magnet,2025-10-05 11:13,2025-10-05 12:13,False,+62 (001) 725 5750
M0587,Purwa  Napitupulu,Visual,Online,Kalkulus 2,2025-12-15 03:10,2025-12-15 06:10,False,(089) 345 3882
M0588,Anita  Lazuardi,Kinestetik,Offline,Probabilitas & Statistika,2025-08-14 13:32,2025-08-14 14:32,False,086 610 8774
M0589,Gamblang  Uwais,Auditori,Online,Metode Statistik,2025-10-13 21:18,2025-10-13 23:18,False,(0627) 692 1116
M0590,Wirda  Kusmawati,Kinestetik,Offline,Metode Statistik,2025-11-04 16:09,2025-11-04 19:09,False,+62 (162) 637 0976
M0591,Pranata  Budiman,Auditori,Online,Aljabar Linier,2025-08-22 12:18,2025-08-22 15:18,False,0851237316
M0592,Harsanto  Kusmawati,Auditori,Online,Logika Matematika,2025-07-22 20:22,2025-07-22 21:22,False,+62-62-678-5300
M0593,Hasta  Purwanti,Kinestetik,Offline,Aljabar Linier,2025-10-20 07:29,2025-10-20 08:29,False,+62-275-432-5608
M0594,Harsana  Handayani,Kinestetik,Online,Metode Statistik,2025-07-16 00:48,2025-07-16 02:48,False,+62-228-755-2974
M0595,Jono  Sitompul,Auditori,Online,Logika Matematika,2025-07-24 11:50,2025-07-24 14:50,False,+62 (455) 356 9363
M0596,Kariman  Natsir,Auditori,Offline,Probabilitas & Statistika,2025-12-09 14:23,2025-12-09 17:23,False,+62-486-143-4281
M0597,Zaenab  Agustina,Kinestetik,Offline,Fisika Magnet,2025-07-29 19:48,2025-07-29 20:48,False,084 431 3428
M0598,Marwata  Saragih,Auditori,Offline,Basis Data,2025-12-30 11:30,2025-12-30 14:30,False,(083) 975-4785
M0599,Widya  Rahmawati,Visual,Online,Kimia Murni,2025-08-23 12:09,2025-08-23 14:09,False,+62 (25) 353-1814
M0600,Adikara  Simbolon,Kinestetik,Online,Probabilitas & Statistika,2025-08-06 03:49,2025-08-06 04:49,False,+62 (0138) 874 5050
M0601,Muni  Anggriawan,Auditori,Offline,Kimia Murni,2025-07-27 00:53,2025-07-27 03:53,False,089 195 5066
M0602,Tomi  Palastri,Auditori,Online,Logika Matematika,2025-12-18 00:32,2025-12-18 01:32,True,+62 (0618) 984-9446
M0603,Elvin  Utama,Auditori,Online,Probabilitas & Statistika,2025-11-02 19:15,2025-11-02 21:15,False,083 573 4244
M0604,Endah  Pangestu,Kinestetik,Online,Logika Matematika,2025-12-18 23:28,2025-12-19 00:28,False,+62-82-851-8714
M0605,Usyi  Rahayu,Kinestetik,Offline,Aljabar Linier,2025-08-09 06:36,2025-08-09 07:36,True,(0019) 036 0028
M0606,Gawati  Sudiati,Auditori,Offline,Aljabar Linier,2025-12-27 20:57,2025-12-27 21:57,False,+62 (06) 828-2497
M0607,Pardi  Rajasa,Auditori,Offline,Metode Statistik,2025-10-25 14:16,2025-10-25 16:16,True,+62 (524) 609-6125
M0608,Kanda  Salahudin,Visual,Offline,Aljabar Linier,2025-11-20 18:42,2025-11-20 20:42,False,082 568 2436
M0609,Oliva  Hastuti,Kinestetik,Online,Basis Data,2025-08-28 13:11,2025-08-28 15:11,False,+62 (214) 303 4545
M0610,Galak  Purnawati,Kinestetik,Offline,Kalkulus 2,2025-10-20 04:31,2025-10-20 05:31,False,+62 (513) 831 3487
M0611,Manah  Farida,Kinestetik,Offline,Fisika Magnet,2025-10-25 19:23,2025-10-25 20:23,False,+62-924-391-3642
M0612,Ghani  Pertiwi,Kinestetik,Offline,Analisis Numerik,2025-07-03 04:25,2025-07-03 07:25,True,+62-0727-990-2511
M0613,Kamal  Purnawati,Auditori,Online,Fisika Magnet,2025-07-24 16:54,2025-07-24 19:54,False,0832782712
M0614,Raditya  Simbolon,Auditori,Offline,Logika Matematika,2025-12-22 10:16,2025-12-22 11:16,False,(010) 417-7289
M0615,Vega  Halim,Auditori,Online,Kimia Murni,2025-12-07 16:16,2025-12-07 18:16,False,+62 (0694) 339 4427
M0616,Jelita  Manullang,Kinestetik,Online,Pengantar AI,2025-11-21 09:02,2025-11-21 11:02,False,(020) 448 4153
M0617,Cakrawangsa  Saptono,Auditori,Offline,Fisika Dasar,2025-08-17 13:16,2025-08-17 14:16,False,085 874 9241
M0618,Lukman  Firmansyah,Kinestetik,Online,Analisis Numerik,2025-08-09 08:21,2025-08-09 09:21,False,+62-749-493-4629
M0619,Devi  Wasita,Auditori,Online,Fisika Listrik,2025-09-19 19:04,2025-09-19 21:04,False,+62 (0549) 012 3057
M0620,Icha  Astuti,Kinestetik,Online,Analisis Numerik,2025-08-24 14:25,2025-08-24 17:25,False,+62 (393) 476-2430
M0621,Natalia  Simbolon,Auditori,Offline,Pengantar AI,2025-12-20 02:27,2025-12-20 03:27,True,+62 (363) 002-0771
M0622,Oskar  Nuraini,Auditori,Offline,Analisis Numerik,2025-12-12 09:10,2025-12-12 10:10,True,+62 (307) 554 2620
